basket_type,n_stocks,stocks,test_correlation,test_r_squared,test_tracking_error,test_rmse,annualized_xom_volatility,annualized_basket_volatility,volatility_reduction,xom_final_wealth,basket_final_wealth,xom_max_drawdown,basket_max_drawdown
Thomas-style,3,CVE|PBA|PSX,0.7123692023967059,0.47870413948631585,0.011305573291499695,0.011300854649715308,0.24891549641880834,0.21846572277042808,0.12232976285714059,151.76733944897228,179.02796259881057,-0.20133304516380612,-0.10867367728005306
Thomas-style,3,CNQ|IMO|PSX,0.7400171435436169,0.4746616835341181,0.011345447472314227,0.011344586998514771,0.24891549641880834,0.2505989306065159,-0.006763075067351965,151.76733944897228,182.63394327366075,-0.20133304516380612,-0.14717184239782133
Thomas-style,3,CNQ|IMO|PSX,0.7400171435436169,0.4746616835341181,0.011345447472314227,0.011344586998514771,0.24891549641880834,0.2505989306065159,-0.006763075067351965,151.76733944897228,182.63394327366075,-0.20133304516380612,-0.14717184239782133
Thomas-style,3,PSX|SU|WMB,0.6986203708202636,0.4752456474141278,0.011354553497425025,0.011338279947524876,0.24891549641880834,0.20165922822325008,0.18984863889730696,151.76733944897228,165.30534457646266,-0.20133304516380612,-0.12851338629588138
Thomas-style,3,CNQ|TRP|VLO,0.7094739374618879,0.47394500648491356,0.01135532486141094,0.011352322617499954,0.24891549641880834,0.2180965292896449,0.1238129709582626,151.76733944897228,180.76773249324594,-0.20133304516380612,-0.10955285327773312
Thomas-style,3,CVE|EOG|VLO,0.7631113641594904,0.47348362665849664,0.011363385144549806,0.011357299839235363,0.24891549641880834,0.27157165286845375,-0.09101946956137152,151.76733944897228,177.88382012956637,-0.20133304516380612,-0.12182674735558952
Thomas-style,3,CNQ|PBA|VLO,0.709807147368488,0.47115718509139737,0.011389525048569119,0.011382363610475128,0.24891549641880834,0.2208109797209737,0.11290786271718456,151.76733944897228,176.8872044915465,-0.20133304516380612,-0.11187010008410248
Thomas-style,3,FANG|MPC|PBA,0.7038602299901061,0.4706627177604612,0.011406249707641512,0.011387683614660452,0.24891549641880834,0.21422166206219712,0.13937996973172662,151.76733944897228,160.9655684798508,-0.20133304516380612,-0.10423505949273637
Thomas-style,3,CNQ|ENB|MPC,0.7031288612809243,0.46956488064055213,0.011415829561311782,0.011399486435630615,0.24891549641880834,0.21392845834196503,0.14055789446703026,151.76733944897228,165.4125025654049,-0.20133304516380612,-0.11463259177271756
Thomas-style,3,CVE|EOG|MPC,0.7566922698500945,0.4662594181707236,0.011446028821591387,0.011434949824829056,0.24891549641880834,0.26917712731712723,-0.08139963638193115,151.76733944897228,172.79028312754625,-0.20133304516380612,-0.133699071608258
Thomas-style,3,FANG|SU|VLO,0.7359458057522074,0.46262496628997973,0.011464932535243529,0.0114738163331202,0.24891549641880834,0.25191308164852305,-0.012042581811263275,151.76733944897228,190.76084217018712,-0.20133304516380612,-0.15198729490200757
Thomas-style,3,CNQ|VLO|WMB,0.7010194559390626,0.46050186626027123,0.011508445262508386,0.011496459780261013,0.24891549641880834,0.2176849964325035,0.12546627444101965,151.76733944897228,171.89596368949734,-0.20133304516380612,-0.1172795301540831
Thomas-style,3,CVE|PSX|SU,0.7336980918056081,0.4579100404061288,0.011509248788805602,0.01152404200760397,0.24891549641880834,0.2517301330212986,-0.011307598936124652,151.76733944897228,195.12912552683648,-0.20133304516380612,-0.16317488880320496
Thomas-style,3,CVE|PSX|SU,0.7336980918056081,0.4579100404061288,0.011509248788805602,0.01152404200760397,0.24891549641880834,0.2517301330212986,-0.011307598936124652,151.76733944897228,195.12912552683648,-0.20133304516380612,-0.16317488880320496
